Broj_police,Starost,Kanal_prodaje,Regija,Premija,Broj_šteta,Iznos_štete
2603,50,Banka,Slavonija,229.44,0,0.0
2604,36,IPM,Zagreb,292.84,0,0.0
2605,30,IPM,Dalmacija,254.17,0,0.0
2606,39,Web,Slavonija,237.28,0,0.0
2607,37,IPM,Slavonija,248.57,0,0.0
2608,22,IPM,Dalmacija,262.55,0,0.0
2609,49,Banka,Dalmacija,270.54,0,0.0
2610,47,IPM,Dalmacija,273.8,1,740.88
2611,43,Broker,Zagreb,304.7,0,0.0
2612,21,IPM,Zagreb,253.05,0,0.0
2613,84,IPM,Zagreb,263.28,0,0.0
2614,60,Banka,Zagreb,251.88,0,0.0
2615,47,IPM,Istra i Kvarner,266.36,0,0.0
2616,33,IPM,Slavonija,247.41,1,691.27
2617,56,IPM,Zagreb,295.84,0,0.0
2618,58,IPM,Zagreb,251.62,0,0.0
2619,48,Broker,Zagreb,263.63,0,0.0
2620,66,IPM,Slavonija,238.03,0,0.0
2621,30,Banka,Dalmacija,268.58,0,0.0
2622,58,Broker,Dalmacija,260.51,0,0.0
2623,45,Web,Istra i Kvarner,219.56,0,0.0
2624,81,Broker,Zagreb,267.31,0,0.0
2625,36,IPM,Zagreb,290.83,0,0.0
2626,42,Broker,Zagreb,293.37,0,0.0
2627,55,IPM,Zagreb,281.83,0,0.0
2628,20,Web,Istra i Kvarner,252.71,0,0.0
2629,19,Web,Slavonija,236.04,0,0.0
2630,22,IPM,Dalmacija,266.05,0,0.0
2631,78,Web,Slavonija,232.05,0,0.0
2632,37,Banka,Zagreb,248.41,0,0.0
2633,55,IPM,Zagreb,278.43,0,0.0
2634,53,IPM,Slavonija,243.35,0,0.0
2635,63,Banka,Dalmacija,260.85,0,0.0
2636,54,Web,Zagreb,282.99,0,0.0
2637,71,Broker,Dalmacija,275.62,0,0.0
2638,38,Banka,Dalmacija,256.07,0,0.0
2639,38,Broker,Slavonija,265.9,0,0.0
2640,77,Banka,Dalmacija,237.23,0,0.0
2641,53,IPM,Slavonija,260.67,0,0.0
2642,28,IPM,Slavonija,245.85,0,0.0
2643,48,Banka,Dalmacija,242.59,0,0.0
2644,54,Web,Istra i Kvarner,236.46,0,0.0
2645,77,IPM,Zagreb,300.45,0,0.0
2646,78,IPM,Slavonija,249.9,0,0.0
2647,84,Broker,Zagreb,261.99,0,0.0
2648,46,Web,Zagreb,286.19,0,0.0
2649,84,Web,Slavonija,243.4,0,0.0
2650,84,Web,Istra i Kvarner,238.02,0,0.0
2651,33,IPM,Zagreb,322.89,0,0.0
2652,62,IPM,Zagreb,255.06,0,0.0
2653,51,IPM,Zagreb,305.77,0,0.0
2654,61,IPM,Slavonija,237.84,0,0.0
2655,59,Banka,Zagreb,285.33,0,0.0
2656,52,Web,Zagreb,273.32,0,0.0
2657,47,Broker,Dalmacija,261.05,0,0.0
2658,70,Broker,Zagreb,252.2,0,0.0
2659,75,IPM,Slavonija,227.44,0,0.0
2660,45,Web,Dalmacija,261.5,0,0.0
2661,32,Web,Zagreb,245.63,0,0.0
2662,55,Broker,Slavonija,232.47,1,2087.87
2663,67,IPM,Slavonija,248.65,0,0.0
2664,30,Web,Slavonija,230.59,0,0.0
2665,52,Web,Slavonija,232.5,0,0.0
2666,41,IPM,Zagreb,268.22,0,0.0
2667,82,IPM,Dalmacija,217.23,0,0.0
2668,35,Web,Dalmacija,228.99,0,0.0
2669,75,Banka,Zagreb,297.11,0,0.0
2670,43,IPM,Zagreb,290.79,0,0.0
2671,46,Web,Zagreb,312.37,0,0.0
2672,61,IPM,Zagreb,284.81,0,0.0
2673,22,Banka,Slavonija,269.52,0,0.0
2674,50,IPM,Zagreb,268.04,0,0.0
2675,22,Broker,Zagreb,271.91,0,0.0
2676,53,IPM,Dalmacija,256.19,0,0.0
2677,30,IPM,Zagreb,243.75,0,0.0
2678,42,IPM,Dalmacija,258.19,0,0.0
2679,75,IPM,Dalmacija,240.64,0,0.0
2680,19,Web,Zagreb,267.47,0,0.0
2681,53,IPM,Dalmacija,264.96,0,0.0
2682,42,Broker,Dalmacija,226.72,0,0.0
2683,51,IPM,Zagreb,275.91,0,0.0
2684,29,IPM,Zagreb,282.39,0,0.0
2685,36,IPM,Slavonija,242.04,0,0.0
2686,54,IPM,Istra i Kvarner,250.56,0,0.0
2687,18,IPM,Slavonija,251.28,0,0.0
2688,77,Web,Zagreb,289.81,0,0.0
2689,84,Web,Slavonija,247.26,0,0.0
2690,66,Web,Slavonija,231.22,0,0.0
2691,63,Web,Slavonija,241.33,0,0.0
2692,65,Web,Dalmacija,244.77,0,0.0
2693,36,IPM,Slavonija,237.99,0,0.0
2694,57,Web,Dalmacija,252.84,0,0.0
2695,23,Broker,Dalmacija,252.12,2,3341.76
2696,80,Web,Slavonija,251.35,0,0.0
2697,52,Web,Zagreb,260.19,0,0.0
2698,78,IPM,Dalmacija,251.95,0,0.0
2699,22,Banka,Istra i Kvarner,269.32,0,0.0
2700,54,Banka,Zagreb,279.86,0,0.0
2701,28,Web,Slavonija,266.08,0,0.0
2702,57,Broker,Zagreb,276.8,1,735.78
2703,82,IPM,Dalmacija,240.44,1,1084.03
2704,25,IPM,Dalmacija,262.91,0,0.0
2705,28,Banka,Zagreb,251.78,0,0.0
2706,75,Broker,Dalmacija,241.63,1,4557.91
2707,65,IPM,Zagreb,272.67,0,0.0
2708,30,IPM,Dalmacija,259.79,0,0.0
2709,77,IPM,Slavonija,269.12,0,0.0
2710,66,IPM,Zagreb,288.97,0,0.0
2711,84,Banka,Zagreb,287.31,0,0.0
2712,24,Web,Zagreb,289.27,0,0.0
2713,42,IPM,Slavonija,265.06,0,0.0
2714,40,IPM,Slavonija,232.94,0,0.0
2715,68,IPM,Zagreb,311.38,1,2750.13
2716,64,IPM,Zagreb,293.31,1,1124.64
2717,22,Web,Zagreb,272.01,1,3099.96
2718,30,Broker,Dalmacija,255.57,2,3001.65
2719,59,Broker,Dalmacija,230.3,0,0.0
2720,22,IPM,Zagreb,270.71,0,0.0
2721,40,Broker,Slavonija,244.87,0,0.0
2722,79,Banka,Zagreb,268.0,0,0.0
2723,18,Banka,Istra i Kvarner,262.22,0,0.0
2724,71,Web,Istra i Kvarner,251.56,0,0.0
2725,20,IPM,Slavonija,232.08,1,6091.97
2726,81,IPM,Istra i Kvarner,232.37,0,0.0
2727,68,IPM,Dalmacija,220.53,0,0.0
2728,19,IPM,Dalmacija,263.2,0,0.0
2729,66,IPM,Slavonija,246.63,0,0.0
2730,48,Web,Zagreb,287.45,0,0.0
2731,20,Banka,Zagreb,326.81,0,0.0
2732,52,Web,Zagreb,260.17,0,0.0
2733,53,IPM,Slavonija,254.9,0,0.0
2734,81,Broker,Zagreb,298.81,0,0.0
2735,49,Broker,Zagreb,266.93,0,0.0
2736,35,Banka,Slavonija,244.91,0,0.0
2737,51,Broker,Zagreb,283.75,0,0.0
2738,73,Web,Slavonija,288.14,1,1787.45
2739,84,Broker,Istra i Kvarner,259.55,1,333.73
2740,70,IPM,Dalmacija,237.36,0,0.0
2741,84,IPM,Slavonija,239.17,0,0.0
2742,83,IPM,Slavonija,242.67,0,0.0
2743,81,IPM,Slavonija,222.71,0,0.0
2744,84,IPM,Zagreb,272.37,0,0.0
2745,56,Web,Dalmacija,250.11,0,0.0
2746,55,Banka,Zagreb,275.76,0,0.0
2747,57,Web,Zagreb,251.08,1,868.17
2748,36,IPM,Dalmacija,255.18,0,0.0
2749,22,Broker,Zagreb,258.76,1,1655.06
2750,31,Web,Zagreb,271.06,0,0.0
2751,66,IPM,Zagreb,262.75,0,0.0
2752,81,Web,Zagreb,294.05,0,0.0
2753,74,IPM,Zagreb,263.69,0,0.0
2754,52,IPM,Zagreb,297.2,0,0.0
2755,22,Broker,Slavonija,252.04,1,3978.7
2756,56,IPM,Dalmacija,256.3,0,0.0
2757,41,Web,Zagreb,276.37,0,0.0
2758,57,Broker,Dalmacija,237.22,0,0.0
2759,67,Banka,Zagreb,281.7,0,0.0
2760,75,IPM,Zagreb,267.91,0,0.0
2761,18,IPM,Zagreb,280.24,0,0.0
2762,60,IPM,Slavonija,259.06,0,0.0
2763,56,Web,Slavonija,278.61,0,0.0
2764,27,Web,Slavonija,257.06,0,0.0
2765,19,IPM,Dalmacija,264.35,0,0.0
2766,80,Broker,Slavonija,259.91,0,0.0
2767,33,Web,Slavonija,246.63,0,0.0
2768,54,IPM,Istra i Kvarner,260.19,0,0.0
2769,33,Web,Zagreb,272.95,1,686.35
2770,44,Web,Zagreb,268.19,0,0.0
2771,80,IPM,Dalmacija,233.65,0,0.0
2772,81,IPM,Slavonija,259.79,0,0.0
2773,49,Broker,Zagreb,265.63,0,0.0
2774,26,Web,Zagreb,285.37,0,0.0
2775,28,Web,Slavonija,250.07,0,0.0
2776,47,Web,Slavonija,245.74,0,0.0
2777,32,IPM,Zagreb,260.75,0,0.0
2778,76,IPM,Istra i Kvarner,269.51,0,0.0
2779,65,Web,Dalmacija,244.11,0,0.0
2780,77,IPM,Slavonija,273.8,0,0.0
2781,74,IPM,Slavonija,237.73,0,0.0
2782,81,Broker,Dalmacija,272.62,0,0.0
2783,71,Broker,Zagreb,276.39,0,0.0
2784,71,Banka,Zagreb,289.2,0,0.0
2785,76,Broker,Slavonija,230.49,0,0.0
2786,56,IPM,Dalmacija,230.42,0,0.0
2787,32,Broker,Zagreb,279.26,1,2932.48
2788,45,IPM,Istra i Kvarner,234.79,0,0.0
2789,53,Broker,Slavonija,269.93,0,0.0
2790,71,Broker,Zagreb,281.01,0,0.0
2791,34,Banka,Zagreb,264.37,0,0.0
2792,39,Broker,Zagreb,259.82,1,1468.47
2793,53,Web,Dalmacija,245.67,0,0.0
2794,46,IPM,Istra i Kvarner,241.48,0,0.0
2795,72,Web,Slavonija,257.43,0,0.0
2796,59,Web,Istra i Kvarner,248.85,0,0.0
2797,49,IPM,Dalmacija,267.53,1,329.08
2798,31,Web,Slavonija,259.48,0,0.0
2799,35,Broker,Slavonija,237.0,0,0.0
2800,55,IPM,Slavonija,243.62,1,193.07
2801,51,Banka,Slavonija,237.03,1,533.52
2802,62,Broker,Zagreb,260.75,0,0.0
2803,49,Broker,Slavonija,223.07,0,0.0
2804,84,Broker,Zagreb,290.53,0,0.0
2805,80,Web,Dalmacija,269.38,0,0.0
2806,72,Broker,Dalmacija,235.19,1,1819.09
2807,60,Banka,Zagreb,257.04,0,0.0
2808,39,IPM,Zagreb,284.26,1,184.66
2809,46,Web,Slavonija,237.71,1,2782.51
2810,57,Banka,Slavonija,269.11,0,0.0
2811,62,IPM,Zagreb,263.17,0,0.0
2812,27,Web,Slavonija,217.92,0,0.0
2813,62,Web,Zagreb,272.85,0,0.0
2814,34,IPM,Zagreb,265.23,0,0.0
2815,19,Web,Zagreb,277.43,0,0.0
2816,34,Banka,Zagreb,269.24,0,0.0
2817,55,Web,Dalmacija,258.65,0,0.0
2818,54,IPM,Istra i Kvarner,256.35,1,2431.74
2819,80,IPM,Slavonija,254.89,0,0.0
2820,22,IPM,Slavonija,252.86,0,0.0
2821,42,Broker,Zagreb,274.99,0,0.0
2822,39,IPM,Slavonija,229.04,0,0.0
2823,80,Web,Zagreb,281.42,0,0.0
2824,52,IPM,Slavonija,260.98,1,454.88
2825,72,IPM,Istra i Kvarner,255.23,0,0.0
2826,37,Broker,Zagreb,271.68,0,0.0
2827,22,Banka,Dalmacija,258.86,0,0.0
2828,56,IPM,Zagreb,278.9,0,0.0
2829,80,Web,Zagreb,286.72,1,384.68
2830,49,IPM,Zagreb,273.55,0,0.0
2831,80,Web,Zagreb,251.45,0,0.0
2832,57,Web,Zagreb,272.05,0,0.0
2833,34,IPM,Zagreb,259.35,0,0.0
2834,49,IPM,Slavonija,243.05,0,0.0
2835,40,IPM,Zagreb,276.43,0,0.0
2836,77,Broker,Slavonija,264.85,0,0.0
2837,73,Broker,Istra i Kvarner,259.99,0,0.0
2838,26,IPM,Slavonija,253.13,0,0.0
2839,79,Banka,Zagreb,295.59,0,0.0
2840,81,IPM,Zagreb,275.78,0,0.0
2841,39,IPM,Dalmacija,253.04,0,0.0
2842,49,Banka,Slavonija,244.31,0,0.0
2843,64,Broker,Slavonija,233.96,0,0.0
2844,19,Broker,Zagreb,284.19,0,0.0
2845,69,Web,Slavonija,226.48,0,0.0
2846,31,IPM,Zagreb,259.63,0,0.0
2847,54,Banka,Istra i Kvarner,252.66,0,0.0
2848,44,IPM,Dalmacija,237.27,0,0.0
2849,41,Web,Zagreb,275.29,0,0.0
2850,81,IPM,Slavonija,252.21,0,0.0
2851,43,Web,Zagreb,265.76,1,588.97
2852,71,IPM,Slavonija,250.83,0,0.0
2853,32,IPM,Dalmacija,250.63,0,0.0
2854,46,Broker,Slavonija,232.89,0,0.0
2855,45,IPM,Zagreb,284.02,0,0.0
2856,76,Web,Zagreb,241.49,0,0.0
2857,38,IPM,Dalmacija,278.18,0,0.0
2858,27,IPM,Slavonija,258.01,0,0.0
2859,21,IPM,Slavonija,265.32,0,0.0
2860,79,IPM,Zagreb,285.92,0,0.0
2861,21,Broker,Zagreb,274.29,0,0.0
2862,23,IPM,Istra i Kvarner,238.42,0,0.0
2863,33,Broker,Slavonija,249.63,0,0.0
2864,55,Web,Slavonija,262.54,0,0.0
2865,66,Web,Slavonija,237.66,0,0.0
2866,78,Web,Dalmacija,252.36,0,0.0
2867,82,Web,Zagreb,245.13,0,0.0
2868,67,Banka,Zagreb,261.66,0,0.0
2869,34,IPM,Slavonija,237.12,1,841.52
2870,45,IPM,Slavonija,275.21,0,0.0
2871,61,Broker,Dalmacija,229.94,1,911.62
2872,29,Broker,Dalmacija,255.98,0,0.0
2873,20,Broker,Zagreb,301.31,0,0.0
2874,66,Web,Zagreb,291.59,0,0.0
2875,38,Banka,Istra i Kvarner,272.82,0,0.0
2876,25,Web,Slavonija,275.05,0,0.0
2877,81,Web,Slavonija,250.84,0,0.0
2878,76,IPM,Slavonija,257.13,0,0.0
2879,47,Web,Slavonija,252.92,0,0.0
2880,49,IPM,Zagreb,282.93,1,557.46
2881,37,IPM,Dalmacija,256.33,0,0.0
2882,33,Broker,Dalmacija,275.76,0,0.0
2883,42,IPM,Slavonija,254.38,0,0.0
2884,77,IPM,Slavonija,235.69,0,0.0
2885,62,IPM,Zagreb,284.83,0,0.0
2886,26,Broker,Zagreb,287.06,2,5874.63
2887,68,Web,Zagreb,261.44,0,0.0
2888,78,Web,Zagreb,260.76,0,0.0
2889,57,Broker,Istra i Kvarner,264.26,0,0.0
2890,78,Broker,Dalmacija,242.0,0,0.0
2891,84,IPM,Slavonija,243.8,0,0.0
2892,32,Web,Slavonija,243.08,0,0.0
2893,70,Banka,Zagreb,279.04,0,0.0
2894,21,Web,Istra i Kvarner,266.55,0,0.0
2895,40,IPM,Zagreb,286.03,0,0.0
2896,44,Broker,Zagreb,267.37,0,0.0
2897,54,Web,Slavonija,270.07,0,0.0
2898,60,IPM,Dalmacija,263.04,0,0.0
2899,54,Web,Dalmacija,264.89,0,0.0
2900,46,IPM,Zagreb,290.84,0,0.0
2901,46,IPM,Dalmacija,242.28,0,0.0
2902,66,Banka,Zagreb,259.82,0,0.0
2903,68,IPM,Zagreb,269.42,0,0.0
2904,67,Web,Dalmacija,264.86,1,1803.51
2905,45,Web,Dalmacija,232.3,0,0.0
2906,22,IPM,Slavonija,230.27,1,1401.0
2907,73,Broker,Slavonija,222.79,0,0.0
2908,81,IPM,Dalmacija,231.16,0,0.0
2909,34,IPM,Dalmacija,238.16,0,0.0
2910,72,IPM,Dalmacija,251.87,0,0.0
2911,26,IPM,Slavonija,232.73,0,0.0
2912,33,IPM,Istra i Kvarner,259.93,1,2316.28
2913,33,Banka,Istra i Kvarner,250.68,0,0.0
2914,30,Broker,Zagreb,241.29,0,0.0
2915,80,IPM,Dalmacija,249.72,0,0.0
2916,58,Web,Slavonija,252.12,0,0.0
2917,70,Banka,Zagreb,306.62,0,0.0
2918,26,Broker,Slavonija,253.63,0,0.0
2919,68,Web,Zagreb,245.81,0,0.0
2920,65,IPM,Slavonija,253.44,0,0.0
2921,66,IPM,Dalmacija,252.62,0,0.0
2922,35,Banka,Zagreb,284.98,0,0.0
2923,27,Broker,Slavonija,289.55,0,0.0
2924,71,IPM,Istra i Kvarner,241.95,1,1929.27
2925,32,IPM,Slavonija,240.21,0,0.0
2926,28,Broker,Zagreb,282.74,0,0.0
2927,57,Broker,Slavonija,277.38,0,0.0
2928,64,Broker,Slavonija,260.07,0,0.0
2929,37,Banka,Slavonija,244.86,0,0.0
2930,39,IPM,Dalmacija,264.77,0,0.0
2931,65,Web,Slavonija,276.91,0,0.0
2932,33,Web,Dalmacija,238.47,0,0.0
2933,22,IPM,Slavonija,234.99,0,0.0
2934,82,Web,Zagreb,275.92,0,0.0
2935,38,Banka,Slavonija,254.52,0,0.0
2936,78,IPM,Dalmacija,270.76,0,0.0
2937,72,Banka,Slavonija,242.97,0,0.0
2938,41,Web,Zagreb,281.63,0,0.0
2939,40,Broker,Zagreb,300.69,0,0.0
2940,28,IPM,Zagreb,278.7,0,0.0
2941,64,IPM,Zagreb,268.48,0,0.0
2942,19,Web,Slavonija,258.55,0,0.0
2943,70,IPM,Zagreb,269.55,0,0.0
2944,28,Banka,Dalmacija,255.06,0,0.0
2945,32,Banka,Zagreb,271.92,0,0.0
2946,29,IPM,Zagreb,272.62,0,0.0
2947,53,Web,Slavonija,243.96,0,0.0
2948,40,Web,Zagreb,265.53,0,0.0
2949,44,IPM,Dalmacija,264.91,2,2260.87
2950,31,Broker,Zagreb,278.13,0,0.0
2951,71,Broker,Slavonija,269.11,0,0.0
2952,44,Web,Dalmacija,216.24,0,0.0
2953,38,Banka,Slavonija,242.2,0,0.0
2954,66,Web,Zagreb,262.78,0,0.0
2955,79,Broker,Slavonija,246.19,0,0.0
2956,61,Web,Dalmacija,234.52,0,0.0
2957,61,Banka,Istra i Kvarner,225.89,0,0.0
2958,78,Broker,Dalmacija,260.08,0,0.0
2959,59,IPM,Zagreb,265.21,0,0.0
2960,40,Broker,Istra i Kvarner,258.33,0,0.0
2961,18,IPM,Zagreb,255.56,0,0.0
2962,53,IPM,Zagreb,248.01,0,0.0
2963,72,IPM,Dalmacija,253.62,1,245.31
2964,33,Broker,Zagreb,285.44,0,0.0
2965,35,Broker,Zagreb,264.84,0,0.0
2966,55,Banka,Zagreb,258.22,0,0.0
2967,84,Banka,Slavonija,268.74,0,0.0
2968,37,Web,Dalmacija,249.14,0,0.0
2969,36,Broker,Slavonija,235.03,1,863.19
2970,30,Web,Zagreb,250.3,0,0.0
2971,34,IPM,Slavonija,239.67,0,0.0
2972,47,IPM,Istra i Kvarner,244.09,0,0.0
2973,60,Banka,Dalmacija,261.44,0,0.0
2974,65,Banka,Zagreb,274.72,0,0.0
2975,60,IPM,Istra i Kvarner,247.97,0,0.0
2976,83,IPM,Dalmacija,236.27,0,0.0
2977,70,Broker,Zagreb,297.78,0,0.0
2978,51,IPM,Zagreb,291.11,0,0.0
2979,30,Banka,Zagreb,289.8,0,0.0
2980,73,Broker,Dalmacija,249.09,0,0.0
2981,76,Web,Zagreb,281.62,0,0.0
2982,49,IPM,Slavonija,211.37,0,0.0
2983,71,Banka,Zagreb,278.34,0,0.0
2984,19,Broker,Istra i Kvarner,278.84,1,1790.86
2985,54,Web,Zagreb,265.42,1,1570.55
2986,50,Broker,Istra i Kvarner,235.22,0,0.0
2987,18,IPM,Istra i Kvarner,247.86,0,0.0
2988,45,Web,Zagreb,260.79,0,0.0
2989,34,Banka,Slavonija,236.14,0,0.0
2990,74,Broker,Zagreb,279.37,1,1495.08
2991,69,IPM,Istra i Kvarner,262.37,0,0.0
2992,61,Broker,Slavonija,254.11,0,0.0
2993,64,Web,Zagreb,256.09,0,0.0
2994,30,IPM,Zagreb,263.96,0,0.0
2995,47,IPM,Zagreb,280.3,0,0.0
2996,83,Broker,Istra i Kvarner,259.86,0,0.0
2997,70,IPM,Slavonija,246.88,0,0.0
2998,35,IPM,Dalmacija,236.6,0,0.0
2999,45,IPM,Zagreb,287.78,0,0.0
3000,21,Broker,Zagreb,304.91,0,0.0
3001,59,Web,Istra i Kvarner,266.86,0,0.0
3002,23,Banka,Zagreb,307.74,1,1136.15
3003,26,IPM,Istra i Kvarner,240.68,0,0.0
3004,37,Web,Zagreb,292.02,0,0.0
3005,55,Web,Zagreb,296.26,1,436.15
3006,67,Broker,Slavonija,242.69,0,0.0
3007,77,Broker,Istra i Kvarner,237.62,0,0.0
3008,30,IPM,Istra i Kvarner,235.58,0,0.0
3009,59,Web,Zagreb,273.5,0,0.0
3010,42,IPM,Zagreb,250.16,0,0.0
3011,48,Web,Slavonija,275.34,0,0.0
3012,29,IPM,Slavonija,230.74,0,0.0
3013,81,IPM,Dalmacija,256.33,0,0.0
3014,78,IPM,Zagreb,237.66,0,0.0
3015,70,Web,Istra i Kvarner,280.68,0,0.0
3016,43,IPM,Slavonija,268.74,0,0.0
3017,78,Banka,Dalmacija,226.09,0,0.0
3018,27,Web,Slavonija,254.58,0,0.0
3019,29,IPM,Slavonija,246.38,0,0.0
3020,39,Banka,Istra i Kvarner,252.33,0,0.0
3021,70,IPM,Slavonija,259.53,1,1014.9
3022,38,Web,Dalmacija,237.99,0,0.0
3023,52,Web,Istra i Kvarner,249.2,0,0.0
3024,44,IPM,Slavonija,222.86,0,0.0
3025,77,IPM,Slavonija,251.25,2,1495.79
3026,64,IPM,Zagreb,241.03,0,0.0
3027,83,Broker,Zagreb,296.55,1,735.1
3028,32,Web,Zagreb,250.83,0,0.0
3029,41,Web,Zagreb,279.86,0,0.0
3030,27,Web,Zagreb,288.67,0,0.0
3031,41,IPM,Zagreb,305.76,0,0.0
3032,74,Web,Zagreb,304.26,0,0.0
3033,51,Banka,Slavonija,270.91,0,0.0
3034,58,IPM,Zagreb,274.74,0,0.0
3035,57,IPM,Zagreb,293.41,0,0.0
3036,28,IPM,Slavonija,254.14,0,0.0
3037,18,Web,Slavonija,255.42,0,0.0
3038,47,Broker,Slavonija,240.7,0,0.0
3039,60,IPM,Slavonija,276.12,0,0.0
3040,43,Web,Dalmacija,237.96,0,0.0
3041,70,IPM,Slavonija,233.94,0,0.0
3042,64,Broker,Slavonija,256.11,0,0.0
3043,26,IPM,Istra i Kvarner,223.12,0,0.0
3044,26,Web,Dalmacija,251.76,0,0.0
3045,18,Banka,Slavonija,274.52,0,0.0
3046,61,Banka,Slavonija,256.23,0,0.0
3047,76,Web,Zagreb,275.52,0,0.0
3048,73,IPM,Slavonija,237.4,0,0.0
3049,68,IPM,Istra i Kvarner,227.47,0,0.0
3050,33,IPM,Slavonija,262.95,0,0.0
3051,55,IPM,Istra i Kvarner,250.42,0,0.0
3052,28,Web,Slavonija,259.37,0,0.0
3053,42,IPM,Istra i Kvarner,217.12,0,0.0
3054,76,IPM,Slavonija,260.98,0,0.0
3055,46,Web,Zagreb,307.77,0,0.0
3056,57,Broker,Slavonija,270.12,0,0.0
3057,25,Web,Zagreb,279.89,0,0.0
3058,23,IPM,Zagreb,257.77,1,1992.5
3059,62,IPM,Dalmacija,251.83,0,0.0
3060,70,Broker,Zagreb,277.54,0,0.0
3061,38,IPM,Dalmacija,242.57,0,0.0
3062,74,IPM,Zagreb,268.08,0,0.0
3063,23,Web,Zagreb,309.63,0,0.0
3064,80,Web,Istra i Kvarner,235.51,0,0.0
3065,23,Web,Zagreb,267.92,0,0.0
3066,70,IPM,Slavonija,258.42,0,0.0
3067,21,IPM,Slavonija,282.71,0,0.0
3068,26,Broker,Slavonija,245.48,0,0.0
3069,21,IPM,Istra i Kvarner,223.02,0,0.0
3070,75,Web,Slavonija,217.95,0,0.0
3071,54,Banka,Slavonija,287.8,0,0.0
3072,23,Web,Dalmacija,221.36,0,0.0
3073,68,IPM,Zagreb,276.25,0,0.0
3074,67,IPM,Slavonija,227.31,0,0.0
3075,31,Web,Istra i Kvarner,238.17,0,0.0
3076,28,Broker,Slavonija,240.28,0,0.0
3077,27,Broker,Dalmacija,220.67,0,0.0
3078,78,IPM,Slavonija,268.29,0,0.0
3079,30,IPM,Dalmacija,256.46,0,0.0
3080,51,Broker,Istra i Kvarner,243.59,0,0.0
3081,77,Banka,Zagreb,265.51,0,0.0
3082,68,Broker,Zagreb,292.96,0,0.0
3083,22,IPM,Slavonija,251.35,0,0.0
3084,49,Web,Dalmacija,281.29,0,0.0
3085,29,Banka,Zagreb,267.61,0,0.0
3086,69,Web,Zagreb,282.02,0,0.0
3087,30,Web,Zagreb,254.68,0,0.0
3088,71,IPM,Istra i Kvarner,243.5,0,0.0
3089,71,Web,Slavonija,265.56,0,0.0
3090,58,IPM,Slavonija,267.68,0,0.0
3091,65,Web,Zagreb,305.38,0,0.0
3092,68,Broker,Zagreb,282.34,0,0.0
3093,64,IPM,Zagreb,295.39,0,0.0
3094,67,Broker,Zagreb,285.29,0,0.0
3095,63,IPM,Istra i Kvarner,243.8,0,0.0
3096,55,Web,Istra i Kvarner,227.29,0,0.0
3097,30,Broker,Zagreb,271.18,1,366.61
3098,39,IPM,Zagreb,256.1,0,0.0
3099,19,IPM,Zagreb,292.4,0,0.0
3100,30,Web,Slavonija,266.67,0,0.0
3101,74,IPM,Zagreb,258.24,1,800.38
3102,51,Banka,Zagreb,293.35,0,0.0
3103,36,Broker,Zagreb,255.52,0,0.0
3104,26,Web,Dalmacija,271.67,0,0.0
3105,50,IPM,Dalmacija,247.58,2,2518.51
3106,44,Web,Slavonija,256.88,0,0.0
3107,62,Banka,Zagreb,298.91,1,1088.93
3108,19,IPM,Istra i Kvarner,258.95,0,0.0
3109,74,Web,Istra i Kvarner,248.0,0,0.0
3110,74,Web,Zagreb,289.43,1,1524.45
3111,33,Web,Zagreb,259.04,0,0.0
3112,23,IPM,Slavonija,221.07,0,0.0
3113,31,Banka,Zagreb,293.91,0,0.0
3114,44,IPM,Slavonija,230.31,0,0.0
3115,55,IPM,Slavonija,263.83,1,259.75
3116,36,Broker,Slavonija,252.12,0,0.0
3117,54,Banka,Zagreb,274.76,0,0.0
3118,21,IPM,Slavonija,235.82,0,0.0
3119,75,IPM,Istra i Kvarner,243.25,0,0.0
3120,26,IPM,Zagreb,275.22,0,0.0
3121,57,IPM,Slavonija,252.98,1,1684.39
3122,32,IPM,Zagreb,260.1,0,0.0
3123,21,IPM,Zagreb,287.27,0,0.0
3124,69,Web,Slavonija,262.11,0,0.0
3125,35,Banka,Zagreb,282.98,0,0.0
3126,70,Web,Zagreb,267.76,0,0.0
3127,76,Web,Zagreb,289.18,0,0.0
3128,71,IPM,Slavonija,259.32,0,0.0
3129,58,Broker,Dalmacija,220.69,0,0.0
3130,77,Broker,Zagreb,278.49,2,1631.24
3131,21,Broker,Slavonija,279.0,1,2732.1
3132,56,Broker,Zagreb,291.04,0,0.0
3133,24,Broker,Slavonija,267.3,0,0.0
3134,40,Web,Slavonija,239.48,0,0.0
3135,80,IPM,Slavonija,251.88,0,0.0
3136,82,Web,Istra i Kvarner,247.25,0,0.0
3137,58,Banka,Istra i Kvarner,249.97,0,0.0
3138,61,Banka,Zagreb,266.51,0,0.0
3139,62,Web,Dalmacija,231.47,0,0.0
3140,68,IPM,Zagreb,276.06,0,0.0
3141,82,IPM,Istra i Kvarner,238.29,0,0.0
3142,71,Broker,Zagreb,284.67,0,0.0
3143,73,Web,Zagreb,274.49,0,0.0
3144,57,Web,Zagreb,243.2,0,0.0
3145,75,IPM,Zagreb,297.8,0,0.0
3146,32,IPM,Dalmacija,256.53,0,0.0
3147,36,Broker,Istra i Kvarner,243.13,0,0.0
3148,27,Web,Slavonija,244.95,0,0.0
3149,33,Banka,Dalmacija,231.58,1,667.36
3150,60,Web,Dalmacija,249.06,0,0.0
